CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
20934,,Haley,,Young,,"64, route de Marseille",,Lille,Nord,France,59000,1 (11) 500 555-0155,1977-08-04,Partial College,Clerical,F,S,1,1,5,5,47344
20935,,Desiree,L,Jimenez,,"44, rue Saint Denis",,Paris,Seine (Paris),France,75007,1 (11) 500 555-0168,1977-10-14,Partial College,Clerical,F,S,1,3,5,5,37000
20936,,Christy,C,Cai,,"15, avenue Reille",,Saint Ouen,Loir et Cher,France,41100,1 (11) 500 555-0196,1977-06-22,Partial College,Clerical,F,S,0,1,0,0,47492
20937,,Natalie,E,Williams,,Bundesallee 442,,Hof,Bayern,Germany,95010,1 (11) 500 555-0118,1977-07-05,Partial College,Clerical,F,S,1,1,0,0,35604
20939,,Joshua,,Johnson,,Marienplatz 36531,,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0191,1976-09-04,High School,Manual,M,S,0,1,0,0,25344
20941,,Arturo,K,Guo,,"81, avenue des Laurentides",,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0156,1975-07-09,Partial High School,Manual,M,M,1,2,0,0,14952
20942,,Tasha,M,Sharma,,"80, rue de la Centenaire",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0113,1975-03-26,High School,Manual,F,S,0,1,0,0,16833
20943,,Brett,L,Rana,,64 Sandy Cove Lane,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0146,1975-04-01,High School,Manual,M,S,1,1,0,0,25798
20945,,Roger,M,Tang,,Pflugstr 2565,,München,Nordrhein-Westfalen,Germany,80074,1 (11) 500 555-0112,1976-05-26,Partial College,Clerical,M,S,0,1,0,0,48084
20947,,Marie,,Alvarez,,1504 Conifer Court,,London,England,United Kingdom,E17 6JF,1 (11) 500 555-0115,1976-06-08,Partial College,Clerical,F,S,1,1,0,0,32155
20948,,Xavier,,White,,"4+B347533, place de la République",,Versailles,Yveline,France,78000,1 (11) 500 555-0113,1975-07-09,Partial College,Clerical,M,S,0,1,0,0,44069
20949,,Sandra,J,Liang,,9512 Sun View Court,,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0132,1974-09-10,Partial High School,Manual,F,S,1,2,0,0,13785
20950,,Albert,W,Suarez,,4398 Clayburn Road,,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0117,1974-11-13,Partial High School,Manual,M,S,1,2,0,0,26677
20951,,Darrell,T,Jai,,7645 Ranch Road,,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0157,1974-09-22,Partial High School,Manual,M,S,0,2,0,0,14783
20952,,Micah,A,Ye,,4832 Park Glen Ct.,,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0126,1974-05-05,Partial High School,Manual,M,S,0,2,0,0,12938
20953,,Neil,,Rubio,,"2, avenue de Norvege",,Lieusaint,Seine et Marne,France,77127,1 (11) 500 555-0177,1974-06-05,Partial High School,Manual,M,S,1,2,0,0,16552
20954,,Nathan,,Foster,,"92, rue Faubourg St Antoine",,Metz,Moselle,France,57000,1 (11) 500 555-0119,1974-10-11,Partial High School,Manual,M,S,0,2,0,0,32722
20955,,Dawn,,Pal,,"51, rue de la Cavalerie",,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0152,1975-03-12,Partial College,Clerical,F,S,0,1,0,0,45710
20956,,Kristy,A,Alonso,,"4, boulevard Tremblay",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0117,1975-08-28,Partial College,Clerical,F,S,0,1,0,0,41569
20957,,Darren,E,Kapoor,,"3193, rue Lamarck",,Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0147,1975-01-16,Partial College,Clerical,M,S,0,1,0,0,46593
20958,,Gerald,,Alonso,,Buergermeister-ulrich-str 2411,,Sulzbach Taunus,Saarland,Germany,66272,1 (11) 500 555-0160,1975-09-26,Partial College,Clerical,M,S,0,1,0,0,34701
20959,,Ruben,,Arun,,"5, rue de Courtaboeuf",,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0143,1962-10-15,Graduate Degree,Clerical,M,M,1,0,0,1,41922
20960,,Darrell,J,Beck,,"35, boulevard du Montparnasse",,Paris,Seine (Paris),France,75003,1 (11) 500 555-0162,1962-03-05,Graduate Degree,Clerical,M,S,1,0,0,1,33664
20962,,Sharon,,Xie,,"101, rue Léo Delibes",,Paris,Seine (Paris),France,75009,1 (11) 500 555-0145,1961-05-20,Graduate Degree,Clerical,F,M,1,0,0,1,41201
20963,,Teresa,C,Dominguez,,3159 C Wharton Way,,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0173,1961-09-13,Graduate Degree,Clerical,F,M,1,0,0,1,34213
20964,,Emily,M,Butler,,"919, rue de Berri",,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0110,1935-12-17,Graduate Degree,Clerical,F,S,1,0,0,1,43108
20965,,Cynthia,A,Subram,,4683 Tuolumne Way,,W. York,England,United Kingdom,BD1 4SJ,1 (11) 500 555-0132,1935-05-08,Graduate Degree,Clerical,F,M,1,0,0,1,59625
20966,,Virginia,,Madan,,2630 Morgan Terr. Rd,,Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0183,1962-04-12,Graduate Degree,Clerical,F,M,1,0,0,5,60436
20967,,Casey,T,Rowe,,Wolfgangstraße 7878,,Bonn,Hamburg,Germany,53001,1 (11) 500 555-0186,1957-04-24,Partial College,Manual,M,M,1,0,0,1,33504
20968,,Arturo,,Yuan,,2152 Roan Lane,,York,England,United Kingdom,YO15,1 (11) 500 555-0163,1957-07-06,Partial College,Manual,M,M,1,0,0,1,23990
20969,,Ashley,C,Foster,,"958, avenue du Québec",,Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0179,1956-12-23,Partial College,Manual,F,M,1,0,0,2,13741
20970,,Isaiah,,Richardson,,Viktoria-Luise-Platz 464,,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0124,1954-05-14,Partial College,Manual,M,S,1,1,0,2,18579
20971,,Preston,,Suri,,"356, avenue des Laurentides",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0117,1937-03-10,Bachelors ,Clerical,M,S,1,1,0,2,23500
20972,,Francisco,A,Vance,,9457 Roxbury Dr.,,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0169,1937-06-14,Bachelors ,Clerical,M,M,1,0,0,1,29418
20973,,April,C,Andersen,,8600 Jomar,,London,England,United Kingdom,W1V 5RN,1 (11) 500 555-0167,1938-04-24,Graduate Degree,Clerical,F,M,1,0,0,1,55942
20974,,George,C,Subram,,"6, route de Marseille",,Paris,Seine (Paris),France,75013,1 (11) 500 555-0162,1939-10-21,Bachelors ,Clerical,M,M,1,1,0,2,33852
20975,,Jerry,,Andersen,,8264 Montanya Court,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0156,1940-03-09,Bachelors ,Clerical,M,M,1,0,0,1,32971
20976,,Jaclyn,,Kumar,,"22, rue de la Centenaire",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0126,1941-09-04,Partial College,Manual,F,M,1,1,0,2,22955
20977,,Mario,J,Andersen,,"401, rue de la Centenaire",,Roubaix,Nord,France,59100,1 (11) 500 555-0177,1941-09-26,Bachelors ,Clerical,M,M,1,0,0,1,30779
20978,,Bruce,D,Srini,,Parise Straße 15051,,Eilenburg,Brandenburg,Germany,4838,1 (11) 500 555-0183,1941-12-25,Partial College,Manual,M,M,1,0,0,1,22541
20979,,Diane,,Jimenez,,Höhenstr 9449,,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0154,1941-10-26,Partial College,Manual,F,M,1,0,0,1,10063
20980,,Matthew,,Miller,,Lindenalle 64,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0192,1941-08-10,Bachelors ,Clerical,M,S,1,0,0,1,57084
20981,,Craig,,Romero,,Holzstr 3373,,Berlin,Hamburg,Germany,12311,1 (11) 500 555-0120,1942-06-26,Partial College,Manual,M,M,1,1,0,3,15287
20982,,Arthur,K,Jiménez,,1054 Vloching Circle,,York,England,United Kingdom,Y024 1GF,1 (11) 500 555-0149,1942-02-09,Graduate Degree,Clerical,M,S,1,0,0,1,75819
20983,,Meredith,B,Vance,,2037 Bellwood Dr,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0140,1980-12-23,Partial College,Manual,F,S,0,1,0,0,21687
20985,,Autumn,J,Liu,,3162 Aspect Dr,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0135,1980-01-17,Bachelors ,Clerical,F,M,1,0,0,0,21073
20986,,Brandi,L,Blanco,,9669 Alhambra Court,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0171,1977-04-27,High School,Manual,F,M,1,1,0,0,11281
20987,,Marshall,M,Zeng,,7280 E. Leland Rd.,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0134,1977-12-13,High School,Manual,M,S,0,1,0,0,15012
20988,,Anna,L,Martin,,5195 Graham Street,,Melton,Victoria,Australia,3337,1 (11) 500 555-0168,1977-03-24,High School,Manual,F,M,0,2,0,0,27483
20989,,Cassandra,D,Sara,,8869 Bellwood Court,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0199,1976-02-26,High School,Manual,F,M,1,0,1,1,14947
20990,,Mayra,P,Raman,,4423 Bayview Circle,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0134,1976-10-10,High School,Manual,F,M,1,0,1,1,11077
20991,,Frederick,,Sai,,8032 Gumwood,Unit 7c,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0139,1976-12-06,High School,Manual,M,M,1,0,1,1,15527
20992,,Julio,,Serrano,,1343 Prospect St,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0143,1979-07-16,Bachelors ,Clerical,M,M,1,0,0,0,36261
20993,,Mitchell,B,Xie,,8727 Logan Court,,Perth,South Australia,Australia,6006,1 (11) 500 555-0172,1979-04-14,Bachelors ,Clerical,M,S,0,0,0,0,24946
20994,,Autumn,,Ma,,9855 Norse Ct.,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0166,1979-10-23,Bachelors ,Clerical,F,M,0,0,0,0,30374
20995,,Danny,,Suarez,,7251 Millfield Place,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0119,1979-02-17,Bachelors ,Clerical,M,S,1,0,0,0,43669
20998,,Eugene,L,She,,1736 Windsor Drive,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0165,1978-01-03,Bachelors ,Clerical,M,M,0,0,0,0,18666
20999,,Carolyn,,Garcia,,5587 Esperanza,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0136,1978-04-27,Bachelors ,Clerical,F,M,1,0,0,0,23959
21000,,Geoffrey,P,Perez,,692 Nahua,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0169,1978-03-26,Bachelors ,Clerical,M,M,1,0,0,0,39524
21001,,Clinton,,Gutierrez,,6165 Silverwood Drive,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0124,1978-04-06,Bachelors ,Clerical,M,S,0,0,0,0,19371
21002,,Carolyn,,Rodriguez,,8051 Roskelley Dr.,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0156,1977-10-27,Partial College,Manual,F,S,0,0,0,0,18491
21003,,Jimmy,,Hernandez,,"2, place de Brazaville",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0117,1961-11-13,Partial College,Manual,M,M,1,0,1,1,29505
21004,,Kaitlyn,,Campbell,,"24, rue Descartes",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0159,1961-11-06,Graduate Degree,Clerical,F,M,1,0,0,4,61682
21005,,Barbara,H,Zhu,,"18061, rue Lamarck",,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0177,1960-02-27,High School,Manual,F,M,1,1,1,1,17194
21008,,Melody,K,Carlson,,Curieweg 4226,,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0140,1960-07-21,Partial College,Manual,F,S,0,0,1,1,13884
21009,,Clinton,S,Sandberg,,Alderweg 4662,,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0118,1960-10-07,Partial College,Manual,M,S,0,0,1,1,23014
21010,,Ruben,,Navarro,,Heiderplatz 268,,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0164,1960-12-10,Partial College,Manual,M,M,1,0,1,1,26037
21011,,Aimee,,Wang,,3854 Perry Way,,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0184,1960-11-25,Partial College,Manual,F,S,0,0,1,1,21582
21013,,Connor,,Nelson,,"951, rue de Cambrai",,Dunkerque,Nord,France,59140,1 (11) 500 555-0183,1958-05-02,Partial College,Manual,M,M,1,1,0,2,22596
21014,,Diana,,Carlson,,"80, avenue du Président-Kennedy",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0157,1958-04-23,Partial College,Manual,F,M,1,1,0,2,19981
21015,,Diane,P,Hernandez,,Viktoria-Luise-Platz 232,,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0164,1958-03-04,Graduate Degree,Clerical,F,M,1,0,0,1,71728
21016,,Michele,J,Kapoor,,Werftstr 54,,Berlin,Saarland,Germany,12311,1 (11) 500 555-0115,1960-08-08,Graduate Degree,Clerical,F,M,1,0,0,3,57669
21017,,Leslie,E,Romero,,"890, avenue de l´ Union Centrale",,Paris,Seine (Paris),France,75008,1 (11) 500 555-0164,1960-04-08,Graduate Degree,Clerical,F,M,1,0,0,3,67588
21018,,Sheila,C,Serrano,,501 Arcadia Place,,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0157,1960-07-23,Graduate Degree,Clerical,F,M,1,0,0,3,69458
21020,,Omar,,Ye,,192 Bundros Court,,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0191,1959-02-22,Bachelors ,Clerical,M,M,1,0,0,3,65495
21021,,Gary,G,Serrano,,"7554, rue des Pyrenees",,Paris,Seine (Paris),France,75013,1 (11) 500 555-0178,1959-07-11,Bachelors ,Clerical,M,M,1,0,0,0,59199
21022,,Bianca,J,Huang,,6058 Foothill Way,,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0139,1958-06-14,Bachelors ,Clerical,F,M,1,0,0,1,57650
21023,,Cara,,Wang,,6182 Almond Avenue,,West Sussex,England,United Kingdom,RH15 9UD,1 (11) 500 555-0190,1970-01-20,High School,Manual,F,M,1,1,1,1,15378
21024,,Lori,C,Jimenez,,"252, rue de la Centenaire",,Paris,Seine (Paris),France,75017,1 (11) 500 555-0155,1970-01-04,High School,Manual,F,S,0,1,1,1,18865
21026,,Clifford,E,Fernandez,,5278 Tanager Court,,London,England,United Kingdom,SE1 8HL,1 (11) 500 555-0157,1970-03-21,Partial College,Manual,M,S,1,1,0,0,18769
21027,,Luke,E,Nelson,,5760 Glenhaven Ave S.,,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0165,1970-03-24,Partial College,Manual,M,S,0,1,0,0,14330
21028,,Joe,,Suri,,5615 Detroit Ave.,,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0180,1970-10-23,Partial College,Manual,M,S,1,1,0,0,14088
21029,,Kristi,C,Martin,,Karl Liebknecht str 466,,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0112,1969-08-15,High School,Manual,F,S,1,0,2,2,12386
21030,,Lindsay,A,Xu,,"66, allée des Princes",,Paris,Seine (Paris),France,75006,1 (11) 500 555-0120,1970-10-23,Bachelors ,Clerical,F,S,0,0,0,0,46485
21031,,Cassie,,She,,"7, rue de Linois",,Roncq,Nord,France,59223,1 (11) 500 555-0134,1970-03-06,Bachelors ,Clerical,F,S,0,0,0,0,50644
21032,,Brendan,V,Shan,,Hauptstr 2929,,Hamburg,Hessen,Germany,22001,1 (11) 500 555-0138,1969-10-16,Partial College,Manual,M,S,1,1,0,0,25326
21033,,Preston,K,Subram,,"345, rue des Grands Champs",,Saint Ouen,Loir et Cher,France,41100,1 (11) 500 555-0189,1969-11-10,Bachelors ,Clerical,M,S,0,0,0,0,79134
21034,,Jacqueline,,Kelly,,1745 Chickpea Ct,,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0141,1969-09-23,Bachelors ,Clerical,F,S,0,0,0,0,51258
21035,,Roy,,Sanchez,,Hüttenstr 9005,,Eilenburg,Brandenburg,Germany,4838,1 (11) 500 555-0164,1969-07-16,Bachelors ,Clerical,M,M,1,0,0,1,57010
21036,,Ruben,C,Hernandez,,3876 Barquentine Court,,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0177,1969-06-22,Bachelors ,Clerical,M,M,1,0,0,1,71830
21038,,Pedro,,Lopez,,"22, quai de l´ Iton",,Paris,Seine (Paris),France,75008,1 (11) 500 555-0119,1969-08-26,Graduate Degree,Clerical,M,M,1,0,0,0,78160
21040,,Chad,R,Luo,,5806 Old Oak Dr.,,W. York,England,United Kingdom,BD1 4SJ,1 (11) 500 555-0141,1969-03-22,Graduate Degree,Skilled Manual,M,S,0,0,0,0,81569
21041,,Eddie,,Serrano,,"81, cours Mirabeau",,Paris,Seine (Paris),France,75012,1 (11) 500 555-0186,1952-11-04,Partial College,Manual,M,M,1,1,0,2,16829
21042,,Jon,R,Liang,,Charlottenstr 46262,,Salzgitter,Hessen,Germany,38231,1 (11) 500 555-0125,1952-08-10,Partial College,Manual,M,M,1,1,0,2,27173
21044,,Franklin,,Zheng,,5664 Wilke Drive,,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0147,1951-07-10,Partial College,Manual,M,M,1,1,0,2,15941
21045,,Evelyn,,Prasad,,"201, avenue de la Gare",,Roubaix,Nord,France,59100,1 (11) 500 555-0116,1953-11-04,High School,Manual,F,S,1,2,1,2,11350
21046,,Terrance,C,Suri,,5524 Virgil St,,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0118,1953-09-13,High School,Manual,M,M,0,2,1,2,11111
21047,,Sheena,,Andersen,,Galeriestr 6267,,Poing,Saarland,Germany,66041,1 (11) 500 555-0118,1968-01-27,Partial College,Manual,F,S,0,0,1,1,24911
21049,,James,L,Sharma,,7601 Green Valley Rd,,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0153,1968-06-08,Partial College,Manual,M,S,0,1,1,1,22742
21050,,Alan,,Cai,,"280, rue Lamarck",,Paris,Seine (Paris),France,75019,1 (11) 500 555-0154,1968-02-04,Bachelors ,Clerical,M,M,1,0,0,1,61113
21051,,Sabrina,R,Alonso,,Platz des Landtags 22,,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0157,1968-05-28,Bachelors ,Clerical,F,M,1,0,0,1,53584
21052,,Sheena,,Xu,,Hansaallee 123,,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0144,1968-03-11,Bachelors ,Clerical,F,S,0,0,1,1,60730
21055,,Kristi,,Carlson,,Berliner Platz 92,,Hof,Bayern,Germany,95010,1 (11) 500 555-0114,1968-07-06,Graduate Degree,Clerical,F,M,1,0,0,0,56019
21056,,Walter,,Munoz,,3919 Fern Leaf Lane,,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0114,1968-11-07,Graduate Degree,Clerical,M,M,1,0,0,0,68202
21058,,Meredith,,Suri,,"035, boulevard du Montparnasse",,Verrieres Le Buisson,Essonne,France,91370,1 (11) 500 555-0194,1967-02-19,High School,Manual,F,S,1,1,3,3,29090
21059,,Misty,,Chande,,"55, avenue du Port",,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0195,1967-02-04,Partial College,Manual,F,M,1,1,1,1,24977
21060,,Jaclyn,K,Tang,,6459 Maryland Drive,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0160,1967-08-21,Bachelors ,Clerical,F,S,0,0,1,1,44929
21061,,Desiree,H,Suarez,,"9, route de Marseille",,Paris,Seine (Paris),France,75009,1 (11) 500 555-0117,1967-06-18,Bachelors ,Clerical,F,M,1,1,1,1,49608
21062,,Miranda,,Barnes,,"2802, boulevard Beau Marchais",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0133,1967-08-10,Bachelors ,Clerical,F,S,0,1,1,1,43222
21063,,Louis,,Li,,"88, impasse Notre-Dame",,Roncq,Nord,France,59223,1 (11) 500 555-0129,1966-04-23,Partial High School,Manual,M,M,0,2,4,5,27795
21064,,Colleen,C,Sun,,"8188, place du Tertre",,Saint Ouen,Somme,France,80610,1 (11) 500 555-0116,1966-11-20,High School,Manual,F,S,0,1,1,1,17990
21065,,Robert,R,Thompson,,Dunckerstr 6244,,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0156,1967-09-07,Bachelors ,Clerical,M,M,1,0,0,0,61973
21066,,Ebony,,Arun,,1514 West M Street,,West Sussex,England,United Kingdom,RH15 9UD,1 (11) 500 555-0141,1966-04-10,Bachelors ,Skilled Manual,F,M,1,2,1,1,46338
21067,,Frank,,Jimenez,,3213 Yellowood Lane,,Lancaster,England,United Kingdom,LA1 1LN,1 (11) 500 555-0174,1965-03-05,Partial High School,Manual,M,S,1,1,3,5,21294
21068,,Lawrence,B,Jimenez,,5097 Bourton Ct.,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0119,1965-01-28,Partial High School,Manual,M,S,1,2,3,4,15720
21069,,Colin,H,Lu,,1191 Boxwood Dr.,,Oxford,England,United Kingdom,OX1,1 (11) 500 555-0172,1965-12-15,Partial High School,Manual,M,M,0,2,3,4,20054
21070,,Latoya,,Yuan,,"1157, rue Marbeuf",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0192,1965-01-03,High School,Manual,F,M,0,1,2,2,21634
21072,,Dominic,,Sanchez,,"1111, rue Ste-Honoré",,Roncq,Nord,France,59223,1 (11) 500 555-0176,1965-02-22,High School,Manual,M,S,1,1,2,2,20522
21075,,Manuel,,Rana,,Berliner Platz 64,,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0139,1965-06-09,Bachelors ,Skilled Manual,M,M,1,2,1,1,72116
21076,,Terrence,,Nath,,Rotthäuser Weg 11,,Eilenburg,Brandenburg,Germany,4838,1 (11) 500 555-0186,1964-12-01,Partial High School,Manual,M,S,1,2,2,3,26901
21077,,Rachel,,James,,"4011, rue de Longchamp",,Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0118,1964-04-07,Partial High School,Manual,F,S,1,2,2,3,31558
21078,,Grace,A,Gray,,"1402, rue Lauriston",,Metz,Moselle,France,57000,1 (11) 500 555-0123,1964-02-10,Partial High School,Manual,F,S,1,2,2,3,25806
21080,,Ebony,,Lopez,,"1, rue de la Centenaire",,Versailles,Yveline,France,78000,1 (11) 500 555-0183,1964-07-19,Bachelors ,Skilled Manual,F,M,1,2,1,1,50282
21082,,Jason,,Edwards,,Rykestr 8295,,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0115,1964-08-18,Partial College,Manual,M,S,1,0,2,2,49333
21083,,Trisha,W,Chen,,9093 Gilardy Dr.,,Milton Keynes,England,United Kingdom,MK8 8ZD,1 (11) 500 555-0156,1963-12-20,High School,Manual,F,S,1,2,3,3,17267
21084,,Clarence,W,Deng,,"70, place du Tertre",,Paris La Defense,Hauts de Seine,France,92081,1 (11) 500 555-0183,1933-05-25,High School,Manual,M,M,0,2,0,4,18397
21085,,Leslie,V,Vazquez,,Klara Straße 2464,,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0184,1933-11-16,Partial College,Manual,F,M,1,1,0,2,24650
21087,,Rebecca,E,Scott,,Kapellstr 49,Verkaufsabteilung,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0113,1966-08-22,Bachelors ,Professional,F,S,0,0,0,0,57377
21090,,Thomas,E,Garcia,,"6, route de Marseille",,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0164,1965-06-26,Partial College,Clerical,M,S,1,1,2,2,57822
21091,,Ashley,,Jenkins,,Königsteiner Straße 500,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0119,1965-04-19,Partial College,Clerical,F,S,1,2,2,2,52211
21093,,Jacquelyn,,Castro,,2075 Browse Ct,,London,England,United Kingdom,SW19 3RU,1 (11) 500 555-0135,1964-10-02,Bachelors ,Skilled Manual,F,M,1,0,0,1,57826
21094,,Alison,,Sharma,,"8280, place du Tertre",,Chatou,Yveline,France,78400,1 (11) 500 555-0125,1963-11-18,Partial College,Clerical,F,S,1,2,2,2,58871
21096,,Jon,,Lin,,Hellweg 4934,Verkaufsabteilung,Eilenburg,Brandenburg,Germany,4838,1 (11) 500 555-0117,1963-09-03,Partial College,Clerical,M,S,1,0,3,3,65017
21097,,Gary,,Ruiz,,Winter der Böck 5850,,Berlin,Hessen,Germany,13441,1 (11) 500 555-0126,1977-06-21,High School,Manual,M,M,0,1,0,0,28888
21098,,Steve,,Ma,,"9406, rue Maillard",,Boulogne-sur-Mer,Pas de Calais,France,62200,1 (11) 500 555-0114,1979-02-11,High School,Manual,M,M,0,2,4,4,24373
21100,,Sandra,C,Zhang,,Kapellstr 4767,,Münster,Saarland,Germany,48001,1 (11) 500 555-0140,1979-06-23,Partial College,Clerical,F,S,1,1,3,3,63160
21102,,Willie,M,Zheng,,Kappellweg 664,,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0168,1963-03-02,Bachelors ,Skilled Manual,M,M,1,0,0,1,63079
21103,,Francis,,Hernandez,,3708 Montana,,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0187,1963-07-24,Bachelors ,Skilled Manual,M,M,1,0,0,1,74086
21104,,Robin,,Gutierrez,,4629 Candellero Dr,,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0133,1963-07-03,Bachelors ,Skilled Manual,F,M,1,0,0,1,44450
21105,,Cory,A,Sara,,7476 Halfmoon Court,,York,England,United Kingdom,YO15,1 (11) 500 555-0197,1963-05-06,Bachelors ,Skilled Manual,M,M,1,0,0,1,59922
21106,,Katie,,Sharma,,237 Ashley Way,,London,England,United Kingdom,C2H 7AU,1 (11) 500 555-0139,1962-01-09,Bachelors ,Skilled Manual,F,M,1,1,0,1,49499
21107,,Kaitlin,,Rodriguez,,Dunckerstr 7835,,Berlin,Saarland,Germany,14197,1 (11) 500 555-0132,1962-09-26,Bachelors ,Skilled Manual,F,M,1,1,0,1,45518
21108,,Kristine,A,Martin,,Buergermeister-ulrich-str 7500,,München,Hessen,Germany,80074,1 (11) 500 555-0191,1962-11-23,Bachelors ,Skilled Manual,F,M,1,1,0,1,53639
21109,,Katie,,Pal,,Marketplatz 64,,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0159,1978-02-27,Partial College,Clerical,F,S,1,1,4,4,42154
21110,,Brent,S,Zeng,,5183 Hames Drive,,London,England,United Kingdom,SW1P 2NU,1 (11) 500 555-0195,1978-08-07,Partial College,Clerical,M,M,0,2,4,4,46574
21111,,Ricardo,,Deng,,6445 Heartwood Drive,,London,England,United Kingdom,SW6 SBY,1 (11) 500 555-0163,1978-12-16,Partial College,Clerical,M,S,1,2,4,4,44911
21112,,Johnathan,,Prasad,,"34703, rue des Bouchers",,Paris,Seine (Paris),France,75002,1 (11) 500 555-0114,1977-03-17,Partial College,Clerical,M,M,0,3,5,5,40562
21113,,Laura,L,Cai,,"8, rue des Vendangeurs",,Paris,Seine (Paris),France,75012,1 (11) 500 555-0163,1977-07-10,Partial College,Clerical,F,S,1,1,0,0,35686
